,id,system_create_dtsi,system_modified_dtsi,curator_model_ssi,curator_model_suffix_ssi,title_info_primary_tsi,genre_basic_ssim,genre_specific_ssim,date_tsim,date_type_ssm,date_edtf_ssm,date_start_dtsi,date_end_dtsi,related_item_host_ssim,related_item_series_ssi,subject_topic_tsim,subject_facet_ssim,subject_coordinates_geospatial,subject_point_geospatial,subject_geojson_facet_ssim,subject_hiergeo_geojson_ssm,physical_location_ssim,sub_location_tsi,identifier_uri_ss,identifier_local_other_tsim,identifier_local_accession_tsim,note_tsim,rights_ss,license_ss,reuse_allowed_ssi,digital_origin_ssi,extent_tsi,type_of_resource_ssim,publishing_state_ssi,processing_state_ssi,destination_site_ssim,hosting_status_ssi,harvesting_status_bsi,exemplary_image_ssi,exemplary_image_key_base_ss,admin_set_name_ssi,admin_set_ark_id_ssi,institution_name_ssi,institution_ark_id_ssi,collection_name_ssim,collection_ark_id_ssim,filenames_ssim,mods_xml_ss,_version_,timestamp,subject_geographic_sim,date_facet_yearly_itim,score,identifier_iiif_manifest_ss,publisher_tsi,note_physical_tsim,note_date_tsim,pubplace_tsi,lang_term_ssim
0,commonwealth:mg74qt85r,2014-04-25T17:46:46Z,2021-11-08T09:47:31Z,Curator::DigitalObject,DigitalObject,"2nd Avenue Boulevard looking north, Stone Harbor, N. J.",['Cards'],['Postcards'],['[ca. 1930–1945]'],['dateIssued'],['1930~/1945~'],1930-01-01T00:00:00Z,1945-12-31T23:59:59.999Z,['The Tichnor Brothers Collection'],New Jersey Postcards,"['Cities & towns', 'Beaches']","['Cities & towns', 'Beaches']","['39.05,-74.75']","['39.05,-74.75']","['{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-74.75,39.05]},""properties"":{""placename"":""Stone Harbor, NJ""}}']","['{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-74.75,39.05]},""properties"":{""continent"":""North and Central America"",""country"":""United States"",""state"":""New Jersey"",""county"":""Cape May"",""city"":""Stone Harbor""}}']",['Boston Public Library'],Arts Department,https://ark.digitalcommonwealth.org/ark:/50959/mg74qt85r,['87364'],['06_10_012336'],['Title from item.'],No known copyright restrictions.,No known restrictions on use.,no restrictions,reformatted_digital,"1 print (postcard) : linen texture, color ; 3 1/2 x 5 1/2 in.",['Still image'],published,complete,"['commonwealth', 'bpl']",hosted,True,commonwealth:mg74qt861,images/commonwealth:mg74qt861,Tichnor Brothers Postcard Collection,commonwealth:0p096w19r,Boston Public Library,commonwealth:sf268508b,['Tichnor Brothers Postcard Collection'],['commonwealth:0p096w19r'],"['06_10_012336', '06_10_012336b', 'commonwealth:mg74qt85r_metadata']",eJzNWN1v2zYQf+9fQehh2IDYku3Esd1aRZNiW4okLZoUGPZS0NRZYkORKknF8X+/oyzakr/WNgPWFxnh3f3ug/fFvHr9lAvyCNpwJadBrxsFBCRTCZfpNPh0/3tnFLyOX7zKVWIm7kOQX5rJk+DyYRpk1haTMFwsFt3FoKt0GvbG43FYUQPPavg+xn4U9cK/bq7vWAY57XBpLJUMvJTT1RITinVT9Rg6Qvg4CDZGD7rnKGX4xFRQ14pRWxEOS5M9JKc/oRrpNVP12xl0zrtPJgniF4SswmC5FXAl54qUhqYwDQrNc6qXAUm4KQRdXtMZiPXx5/q0QmhhxH2ZkDePIEsgF6oU8IjqiVDqAaNPpNI2OyF3Vkkgf1I9U/qE3HbJu+6rsIHhzArbdjVMXRbwfv4RjCo1g/jOciEIWpWCl2kzrAVTkBoILW2mNLfLaZDmacGCzcmnj1frAPNkHcRHDP6sFOh2mGpaZJzdUAuaU2Hwxqgo4fsFQ5vmmCzD0XA7wmglaCqC+NLdW+1SZfrP7MmoFw22PTEFMD7nLIg/KGPZYXfQ5JRLf8v+NEENV8aUkDSqdzFgiZ0H5AGWb5E+DZaApheKS4sKLdU2IF9LKlAv6GlAi0KrJ0wOC0HcGw+i2oAN9vM0gkyO6Ts926uvPmy7vTKhyJaGMyregmGaF67mWxaihKXifSUZa5grjbosGlxTvL4WXwMAnixIG/cIFrK05NeivpnfyIRggwNJLLKUGk4IU0Jp8pIMSC/skydyVv1y6Uu1hmqAIyJoCfYGEk7vsQrjqizDLwWktdAuyzfIWz6fP0f+S9E/Jl7TDoR+BS2VhfjeNSMy1yon3ELuA1HR1pymnH0BZpvVKRjWyP9Znf1oNGq3alVwFl9yy8GQX2hevCRWLaSvzxV5E5rap5/byWg07u1x8gIojtDneGZTecCvyqZuCtYuu5CUYcW548QeLtwUhsP+sH0pGbYQqlnmkvAPULWXKw7Pw1Qp7RJnQwHkhi5rL+rTXU69jD9J7vrDncVomSa/3hGQ1nUAG9+6KU1wcyCX+CcOI/Imx0gzuhb3nC0A41TEt7Ag73CNAW/c6ritCuMYN5cAD8y9F/XBsZDUUNjy/bnZdkhp7OHO73gw7kZnJ53z0+752dqLDbmpcwfxUKpoECicXGErIG7nwAvHbrq7Em0GW3tTus+A3HOW4VJELrSyGUaNXCohUAs2n+2N6MBOFG7bcsxAg9eI4+ubTdxcJtme4c+wiyeYO9XErM0qNQ9iVy0Gy4Xqh249v5jKcyUXQIXNqgUbaZPwLBqfjcM8PT/9akdnPnc2oEcUYTOhokMZA+P27CCOhp970eeo1x8Mht8PVN1ZEI/OB8PTI9Ki3t6bYffTxm/28QXGV0nyoZwJzsg1n2HiL7dG0/UeoEwJt6jc8bwQ22WmiqW7D7cjrKUa9VrO1oBvtDXkLRSY+zk6sEn5tspNkeyD9kW7bVF93gzD4cCUWuy8QVYXNg3UqjdzSVwLwgXk2VmD2raVe2WFhkcOix9XEdqszGeScnFYmdsdpgHnfN7JqeRzMM/wKfQQbX0Hw7/y9FLJhDuCL0YDVe/XgLtsUla9aHu1xxQFaXDHvVXkQeLmgNzG4ohwzIYgFqL4/WhLzX+hH/fazJqGepeP1WHLkH+1QAPDIbD98lidXroUk/Zu9Yo8Vp77+HfhNFThd4+I3edF3I/6vU6v14lG99F4cno+GfT+bsM35PegZ1Sm8MPYa+ld5PoNgalMJb4aXIuApCW9+8oQCFdiCb+fX1JMXoXktN2aPMc9aD+b0GoImnsXN2o4GHf6s+/aKr3UN2+TXiAEmQYxfny9NExs9bfD3tWPtM0D4q7+/0vTLWxprMESxCnPmH+37Yq2hukmW+sj94lf/AMHWI5B,1744110185272573953,2022-09-16T07:24:48.639Z,"['Cape May (county)', 'New Jersey', 'North and Central America', 'Stone Harbor', 'United States']","[1930, 1931, 1932, 1933, 1934, 1935, 1936, 1937, 1938, 1939, 1940, 1941, 1942, 1943, 1944, 1945]",,,,,,,
0,commonwealth:mg74qt879,2014-04-25T17:47:05Z,2021-11-08T09:47:46Z,Curator::DigitalObject,DigitalObject,"2nd Avenue Boulevard, looking south, Stone Harbor, N. J.",['Cards'],['Postcards'],['[ca. 1930–1945]'],['dateIssued'],['1930~/1945~'],1930-01-01T00:00:00Z,1945-12-31T23:59:59.999Z,['The Tichnor Brothers Collection'],New Jersey Postcards,"['Cities & towns', 'Beaches']","['Cities & towns', 'Beaches']","['39.05,-74.75']","['39.05,-74.75']","['{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-74.75,39.05]},""properties"":{""placename"":""Stone Harbor, NJ""}}']","['{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-74.75,39.05]},""properties"":{""continent"":""North and Central America"",""country"":""United States"",""state"":""New Jersey"",""county"":""Cape May"",""city"":""Stone Harbor""}}']",['Boston Public Library'],Arts Department,https://ark.digitalcommonwealth.org/ark:/50959/mg74qt879,['87363'],['06_10_012337'],['Title from item.'],No known copyright restrictions.,No known restrictions on use.,no restrictions,reformatted_digital,"1 print (postcard) : linen texture, color ; 3 1/2 x 5 1/2 in.",['Still image'],published,complete,"['commonwealth', 'bpl']",hosted,True,commonwealth:mg74qt88k,images/commonwealth:mg74qt88k,Tichnor Brothers Postcard Collection,commonwealth:0p096w19r,Boston Public Library,commonwealth:sf268508b,['Tichnor Brothers Postcard Collection'],['commonwealth:0p096w19r'],"['06_10_012337', '06_10_012337b', 'commonwealth:mg74qt879_metadata']",eJzNWFtv2zYUfu+vIPQwbEBsyXbiW2sVTYptKZK0qF1g2EtBU8cSG4pUScqO//2OZNGWfFvbDFhfZITnnO9ceG7Mq9dPqSBL0IYrOfE67cAjIJmKuIwn3qfZ762h9zp88SpVkRkXH4L80oyfBJePEy+xNhv7/mq1aq96baVjvzMajfyS6jlWw48xdoOg4/91fzdlCaS0xaWxVDJwUoWuhphQrB2rpV8Q/GXP2xndaw9QyvCxKaHuFKO2JJyWJkdIhf6IaqRXTOVvq9catJ9M5IUvCNmEwXIr4FYuFMkNjWHiZZqnVK89EnGTCbq+o3MQ2+PP1WmJ0MAIuzIib5YgcyDXKhewRPUXRCj1iOEnRuU2uSBTqySQP6meK31BHtrkXfuVXwMp7PKbhtVsXWfwfvEREEszCKeWC0HQrBicTJNhKxiD1EAoWqA0t+uJF6dxxrzdyaePt9sI82gbxSVGf54L9NuPNc0Szu6pBc2pMHhlVOTw/YK+jVPMlv6wvx9itBI0FV54U1xc5VJp+s/sybAT9PY9MRkwvuDMCz8oY9lpd9DkmEt3y+40Qg23xuQQ1cp31WORXXjkEdZvkT7x1oCmZ4pLiwot1dYjX3MqUC/oiUezTKsnTA4LXtgZ9YLKgB328zSCjM7pu7w6qq86bLq9MSFL1oYzKt6CYZpnRdE3LEQJS8X7UjLUsFAadVk0uKI4fQ2+GgA8WZA27BCsZGnJr1l1M7+RMcEOB5JYZMk1XBCmhNLkJemRjt8lT+Sq/OXSlWoFVQNHRNAS7D1EnM6wCsOyLP0vGcSV0CHLN8hbvlg8R/5L1j0nXtFOhH4DLZWFcFY0I7LQKiXcQuoCUdK2nCaffwFm69UpGNbI/1md3WA4bPZqlXEW3nDLwZBfaJq9JFatpKvPDXkXmsqnn9vJYDjqHHHyGijO0Od4ZmN5wq/SpnYM1q7bEOV+yXngxBEuXBX6/W6/eSkJthCqWVIk4R+gKi83HI6HqVzaNc6GDMg9XVdeVKeHnHodfpK86A9Ti9EydX59ICBt0QFs+KC0TQiuDuQG/8RhRN6kGGlGt+KOswFgChXhA6zIO9xjwBm3OW6qwjiG9SXAAXPnRXVwLiQVFLZ8d272HVIae3jhd9gbtYOri9bgsj242nqxI9d1HiCeShUNAoWjW2wFpNg58MKxmx7uRLvB1lyVZgmQGWeJxDZ7rZVNMGrkRgmBWrD57G9EJ3Yif9+WcwYavEYcX99s4u4yyf4Mf4ZdPMLcKSdmZVauuRcW1WKwXKh+bFfzi6k0VXIFVNik3LCRNvavgtHVyE/jweVXOxyMXGvfgp5RhM2EihZlDEyxaHth0P/cCT4HnW6vN/h+oPLOvHA46PV7Z6RFtb7Xw+6mjVvtw2uMr5LkQz4XnJE7PsfEX++NprsjQIkSxaIy5Wkm9stMZeviPoodYStVq9d8vgV8o60hbyHD3E/RgV3KN1XuiuQYtCvafYuq83oYTgcm1+LgEbK5sImnNr2ZS1K0IFxAnp01qG1fuVOWaVhyWP24Ct8meTqXlIvTyordYeJxzhetlEq+APMMn3wH0dR3MvwbT2+UjHhBcMVooOz9GnCXjfKyF+2v9piiIA3uuA+KPErcHJDbWBwRBbMhiIUobj/aU/Nf6Me9NrGmpr7Ix/KwYci/WqCB4RDYf3lsTm+KFJN2unlFnivPY/yHcBrK8BePiMPnRdgNup1Wp9MKhrNgNL4cjC/7fzfha/JH0BMqY/hh7K30IXL1hsBUphJfDUWLgKghffjKEAiXYwm/X9xQTF6F5LjZmhzHDLSbTWg1ePW9ixvV741a3fl3bZVO6pu3SSfgg4y9ED+uXmomNvrbae+qR9ruATGt/gFTdwtbGquxeGHME+bebYeijWG6y9bqqPiEL/4B2TaNpQ==,1744110185274671104,2022-09-16T07:24:48.639Z,"['Cape May (county)', 'New Jersey', 'North and Central America', 'Stone Harbor', 'United States']","[1930, 1931, 1932, 1933, 1934, 1935, 1936, 1937, 1938, 1939, 1940, 1941, 1942, 1943, 1944, 1945]",,,,,,,
0,commonwealth:w3763v256,2014-04-26T07:12:16Z,2023-11-04T22:36:57Z,Curator::DigitalObject,DigitalObject,"Aerial view and harbor scene, St. Joseph and Benton Harbor, Mich.",['Cards'],['Postcards'],['[ca. 1930–1945]'],['dateIssued'],['1930~/1945~'],1930-01-01T00:00:00Z,1945-12-31T23:59:59.999Z,['The Tichnor Brothers Collection'],Michigan Postcards,"['Beaches', 'Harbors', 'Cities & towns']","['Beaches', 'Harbors', 'Cities & towns']","['42.1167,-86.45', '42.1,-86.4667']","['42.1167,-86.45', '42.1,-86.4667']","['{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-86.45,42.1167]},""properties"":{""placename"":""Benton Harbor, MI""}}', '{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-86.4667,42.1]},""properties"":{""placename"":""Saint Joseph, MI""}}']","['{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-86.45,42.1167]},""properties"":{""continent"":""North and Central America"",""country"":""United States"",""state"":""Michigan"",""county"":""Berrien"",""city"":""Benton Harbor""}}', '{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-86.4667,42.1]},""properties"":{""continent"":""North and Central America"",""country"":""United States"",""state"":""Michigan"",""county"":""Berrien"",""city"":""Saint Joseph""}}']",['Boston Public Library'],Arts Department,https://ark.digitalcommonwealth.org/ark:/50959/w3763v256,['66310'],['06_10_014632'],['Title from item.'],No known copyright restrictions.,No known restrictions on use.,no restrictions,reformatted_digital,"1 print (postcard) : linen texture, color ; 3 1/2 x 5 1/2 in.",['Still image'],published,complete,"['commonwealth', 'bpl']",hosted,True,commonwealth:w3763v26g,images/commonwealth:w3763v26g,Tichnor Brothers Postcard Collection,commonwealth:0p096w19r,Boston Public Library,commonwealth:sf268508b,['Tichnor Brothers Postcard Collection'],['commonwealth:0p096w19r'],"['06_10_014632', '06_10_014632b', 'commonwealth:w3763v256_metadata']",eJzlWFtv2zYUfu+vIPQwbEBtSXYiX1qraFJsy5C0RZ0Cw14KWjqW2EqkRlJx/O93KIm2JNtZuxRrh704CHnOdy48Vz1/cZ9n5A6kYoIvHH/oOQR4JGLGk4Xz/vbnwdR5ET55notYzc0PQXqu5vcZ458WTqp1MXfdzWYz3IyHQiauP5vN3OrWsaSKHSMceZ7v/n5zvYxSyOmAcaUpj8ByGVkdtkxEw0TcuebCvRs7e6XHwwlyKTZXFdS1iKiuLk5zkyNXRn5MJd43RNXfwXgwGd6r2AmfEFK7QTOdwRVfC1IqmsDCKSTLqdw6JGaqyOj2mq4g2x1/aE4rhA5G+BIko+h+BhuCwklK5UpIoiLg8JQs9ZD8JhQUaXV5AVwLTn6taJ6SGxalw+duC80o6HY1bCm9LeDN+h0oUcoIwqVmWUZQvwQsT5dgx5gAl0BoqVMhmd4unCRPisjZn7x/d7VzNYt37rzDZ1iVGTrATSQtUhbdUF3Zq/DtaFbClzO6OskxbIJp0Pc1agmSZk54aV6wMalS/Xu2ZOp7474lqoCIrVnkhG+F0tFpc1DlhHH7yvY0RglXSpUQt/J4M45ivXbIJ9i+wvuFswVUvRCMaxSoqdQO+bOkGcoFuXBoUUhxj8GhwQn92dhrFNhjP04i8PgheWfnR+U1h12zaxWKdKtYRLNXoCLJCpP9HQ2RQ9PsTcUZSlgLibI0KtzcWHkduhYA3GtMvtAnmNJckx+L5mV+InOCpQ440UhSSkzaSGSYwc/ImPjuiNyT8+ov4zZVG6gWOCKC5KBvIGb0FrMwrNLS/VhA0jAdknwGv2br9WP4Pxajh9ibuxOur6G50BDemmJE1lLkhGnIrSOqux2lKlcfIdLt7MwizJFvmZ3edOZ3i7YoWBReAMU+Y5OyPtv7ozHk+7bsbDqZHrGsbi3/actG3vSYZZdMM1DkB5oXz4gWG/4YI3XCT5hYqTdMQOvtEOLSrSgP7DlChdPQuT/qqZ5icaQySk16/QKiMbimsDSRKLneYkxKyYA3RjSHh4RyG77nzBS+pUa/qTa9PGDg2pQ2Hb4WUtcjyCX+i12WvMzR5xHdsVvKDoAyIkIzprCEWtXqw64gVhnQGm4sLrNGNAcPOaTBwlZmz1XfHiGxNxmzw7PR0PeDydPBNBjuuk2boC31APMbh8rE8yeTwPvfhsqSmh5cD8b/SqTUYRIEk68VKBIyZI6vsBsSM3bjc+NAcbgf7Ge77tpwmwK5RWdxnDQupNApbkLkUmQZSsH+218KTqwFbl+XhxRU+Io4wX22ivYtSX+IfYRWLMbAqUbGRqlSMic0maIwVaj8NGwGuEjkueAboJlOq10T7+buuTc7n7mb8SQY343OAzvb7EAfEITth2YDGkWgzMrphF7wwfc+eP5ZMB59OVD1Yk4YBGPfe4A7axbZttPtuGWX3PAC/YuF8225ylhErtkK437bm82ujwClIjOT+pLlRdbPMlFszXuYIXnH1UrWcrUDfCm1Iq+gwMjP0YB9wHdF7lPkGLTN2b5GzXnbDacdU8rsYB2vH2zhiLouM05M/cEJ/NFRg9L6wq2wQoLZ5/+5CFenZb7ilGWnhZnheeEwxtaDnHK2BvUIm1wL0ZV30v21pZeCx8xc2GRUUBV+CbjMxWVVifq7LYYocIVL3mtBPnEcw5BaaewPhlgRxEIUuyD0xHwN+bjYpVq1xJt4rA47ivytBhIibAH91bs+vTQhxvWy/ozyUHoeoz+Ek1C532zRh/t1OPJG/sD3B970djSae9P5mfdHF77FfwQ9pTyB09jjCvvMYI+D+fmkh73jPkRulmgMZWwCmBNYIiDucB+u2RnClZjCb9aXFINX4HXSLU2W4hak7UyoNTjtmYspEYxng9Hqi/YQy/XZ+4dlcIEnTog/Nl9aKnbq22nrmq8U+w162XyKbJuFJS1qkThhwtLIfrg4ZO000320NkfmJ3zyF5mSlSY=,1781674726937067520,2023-11-04T22:37:07.270Z,"['Benton Harbor', 'Berrien (county)', 'Michigan', 'North and Central America', 'Saint Joseph', 'United States']","[1930, 1931, 1932, 1933, 1934, 1935, 1936, 1937, 1938, 1939, 1940, 1941, 1942, 1943, 1944, 1945]",,https://ark.digitalcommonwealth.org/ark:/50959/w3763v256/manifest,,,,,
0,commonwealth:pk02cg903,2014-04-30T16:49:53Z,2022-03-13T14:55:41Z,Curator::DigitalObject,DigitalObject,"Aerial view beach front hotels, Virginia Beach, Va.",['Cards'],['Postcards'],['[ca. 1920–1935]'],['dateIssued'],['1920~/1935~'],1920-01-01T00:00:00Z,1935-12-31T23:59:59.999Z,['The Tichnor Brothers Collection'],Virginia Postcards,"['Beaches', 'Cities & towns']","['Beaches', 'Cities & towns']","['36.85,-75.9667']","['36.85,-75.9667']","['{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-75.9667,36.85]},""properties"":{""placename"":""Virginia Beach, VA""}}']","['{""type"":""Feature"",""geometry"":{""type"":""Point"",""coordinates"":[-75.9667,36.85]},""properties"":{""continent"":""North and Central America"",""country"":""United States"",""state"":""Virginia"",""city"":""Virginia Beach""}}']",['Boston Public Library'],Arts Department,https://ark.digitalcommonwealth.org/ark:/50959/pk02cg903,['81304'],['06_10_021780'],['Title from item.'],No known copyright restrictions.,No known restrictions on use.,no restrictions,reformatted_digital,1 print (postcard) : color ; 3 1/2 x 5 1/2 in.,['Still image'],published,complete,"['commonwealth', 'bpl']",hosted,True,commonwealth:pk02cg91c,images/commonwealth:pk02cg91c,Tichnor Brothers Postcard Collection,commonwealth:0p096w19r,Boston Public Library,commonwealth:sf268508b,['Tichnor Brothers Postcard Collection'],['commonwealth:0p096w19r'],"['06_10_021780', 'commonwealth:pk02cg903_metadata', '06_10_021780b']",eJzNWOtv2zYQ/96/gtCHYQNiPez62VpDm2JDgKTpmmQY9qWgqbPERiI1korj/35HWbQlP9JHBqxfZIS8N+9+d5fXvz4WOXkApbkUcy/yQ4+AYDLhIp17d7e/9Sber/GL14VM9Mx+CNILPXvMubife5kx5SwIVquVvxr4UqVBNJ1Og/rWc6SaHyPsh2EU/HV1ecMyKGiPC22oYOC4rK4OWy6Zn8qHwF4EDwNvZ/TAHyOX5jNdi7qUjJr64jQ3OXJl9SdU4X1DVP/2Br2x/6gTL35ByCYMhpscLsRSkkrTFOZeqXhB1dojCddlTteXdAH59vhTc1pL6MiI34DiFMPPYUUWQFlGlkoKQzJpINdn5E+uUi44JW/tJf5N/ddBi9+aFHRtapm5LuF6+RG0rBSD+MbwPCdoUQqOp0uwZUxBKCC0MplU3KznXlqkJfN2J3cfL7bB5ck2gA8Y+EWVo8tBqmiZcXZFTe2hxteieQXfzhiYtMBEGU1G+9FFK0HR3IvP7Zs1LtWm/8ieTKJwsO+JLoHxJWde/EFqw067gyZjOrhXdqdltci5zkDF3i1nmZCK/FHRHL3D/IGVPvPIR0h9cueTG598oMYn18ulT65oAuRa5GuyWBPH+VZJ7Z+RC8Hw+xbNkeIMKbV2ibfT1jIhQScvtK4gaYHHasASs/TIPazf4f3cWwNGr5RcGPTZUGU88o81dMlBzT1alko+Yn4a8OJo2g8bhTvZz9MIInlK32B4VF9z2I18E/dsrTmj+TvQTPHSQk7HQuQwNL+uOWMFS6lQl0GDmxunr0PXEgCPBoSJI4I4gpjwc9kkxy9kRpjM8bFekQGJgj55JMP6lwv3Sg1vSxqKACXAXEHC6S1WflxDQfC5hLRhOiT5Cn7Dl8vn8H8u+0+xu6w7HuuNaIFoGd9aALTwWRBuoHCBqO+2lLpafAZm2oiQM6zL/xMRwsk06rYGWXIW14gPDgg2Z7t4NI782J71w8nkiGfn3HDQ5CdalK+IkSvxHCdNKk64WJvnp2DM2oekCmrKA3+OUAXjMHo5HPc7pmeIGVSxzCbh7yAbhzcUjobJShi1ju8Et2V+YzAczjd3t8cgDBe2UN9LZTKC8wc5xz+xrZE3BYaS0S27o+wI0FZF7KYEF7b6sKsIYxN3hwkn2N5s/Ay+6GgjDJHbnet9h6RCKLZ+x4ORPxme9cZDfzoajbd+7AjaWg9knkoBBTkyJxdY4sTOL/iQCIuHo9WuSXYnrtsM2r3OYCPT5FzmOWpBUNmfrk7MV8G+LU8ZqPEhsQ99tYnbd9qfBp5hFU8wd+rG1xhVKe7FtgY0FgFV937ThpgsCilWQHOT1WM63s2CYTgdToPyPuyzdBoOHGBvhT6hCNGC5j3KGGg7rXtxOPoUhZ/CfjSehN8uqH4xL55Eg/DlE9x5swN05qSmh7j9IN6MN+SDnWgYueQLTPz1XsO5PCIok7mdN254Ueb7hSbLtX0P2+q3XK16rRZbgW+U0eQdlJj5BTqwS/iuyl2JHBPtinbfoua8HYbTgalUfrDJbB5s7skN4nJBLAThWPHsrEFt+8qdslKBXYW+X0VgsqpYCMrz08rsRDD3OOfLXkEFX4J+hk+BE9HVdzL8G0/PpUi4vXDFqKHGfgU4kiZVjUT7SwKmKAiNo+p7Se4Fdk2k1gZbhCXWBGWhFDf17Kn5L/TjeJoZ3VJv87E+7BjyRQsUMGwB+zvM5vTcppgwN5t99KnyPEZ/KE5BHX67CxxuCXEfMagXRb1wehuNZ/3h7OX07674Fv8R6RkVKXy37C33oeRmFcBUpgKHfwsRkHS4D5eFHMVVWMLXy3OKySvxOu1Ck6O4BeU6E1oNXnua4lqOBtNef/FNY6Pj+upx0TEEIFIvxo+rl5aJHXw77V2za+3WgpvmvzhttxDSWIvEi1OeMbd+HbJ2mukuW5sj+4lf/Att5KMy,1744111652466327552,2022-09-16T07:48:07.896Z,"['North and Central America', 'United States', 'Virginia', 'Virginia Beach']","[1920, 1921, 1922, 1923, 1924, 1925, 1926, 1927, 1928, 1929, 1930, 1931, 1932, 1933, 1934, 1935]",,,"""Tichnor Quality Views,"" Reg. U. S. Pat. Off. Made Only by Tichnor Bros., Inc., Boston, Mass.",,,,
