year,commodity,port,value,type,unit,quantity
1810,Long Ells,Bengal,2478,export,pieces,1030
1810,Long Ells,Madras,14937,export,pieces,4400
1810,Long Ells,Bombay,0,export,pieces,0
1810,Long Ells,St_Helena,0,export,pieces,0
1810,Long Ells,Benkulen,0,export,pieces,0
1810,Long Ells,China,515030,export,pieces,208760
1810,Long Ells,Angola,0,export,pieces,0
1810,Long Ells,Penang,303,export,pieces,100
1810,Long Ells,Java,0,export,pieces,0
1811,Long Ells,Bengal,2852,export,pieces,1090
1811,Long Ells,Madras,4294,export,pieces,1080
1811,Long Ells,Bombay,25155,export,pieces,7620
1811,Long Ells,St_Helena,0,export,pieces,0
1811,Long Ells,Benkulen,0,export,pieces,0
1811,Long Ells,China,556715,export,pieces,210900
1811,Long Ells,Angola,0,export,pieces,0
1811,Long Ells,Penang,607,export,pieces,200
1811,Long Ells,Java,0,export,pieces,0
1812,Long Ells,Bengal,3833,export,pieces,1550
1812,Long Ells,Madras,11074,export,pieces,3300
1812,Long Ells,Bombay,10850,export,pieces,3670
1812,Long Ells,St_Helena,0,export,pieces,0
1812,Long Ells,Benkulen,0,export,pieces,0
1812,Long Ells,China,567625,export,pieces,211220
1812,Long Ells,Angola,0,export,pieces,0
1812,Long Ells,Penang,0,export,pieces,0
1812,Long Ells,Java,456,export,pieces,180
1813,Long Ells,Bengal,583,export,pieces,160
1813,Long Ells,Madras,11109,export,pieces,3560
1813,Long Ells,Bombay,3718,export,pieces,1600
1813,Long Ells,St_Helena,0,export,pieces,0
1813,Long Ells,Benkulen,0,export,pieces,0
1813,Long Ells,China,576945,export,pieces,220560
1813,Long Ells,Angola,0,export,pieces,0
1813,Long Ells,Penang,632,export,pieces,200
1813,Long Ells,Java,590,export,pieces,190
1814,Long Ells,Bengal,0,export,pieces,0
1814,Long Ells,Madras,0,export,pieces,0
1814,Long Ells,Bombay,4550,export,pieces,1500
1814,Long Ells,St_Helena,0,export,pieces,0
1814,Long Ells,Benkulen,0,export,pieces,0
1814,Long Ells,China,484405,export,pieces,192100
1814,Long Ells,Angola,0,export,pieces,0
1814,Long Ells,Penang,599,export,pieces,200
1814,Long Ells,Java,148,export,pieces,30
1815,Long Ells,Bengal,5384,export,pieces,1920
1815,Long Ells,Madras,NaN,export,pieces,4
1815,Long Ells,Bombay,4755,export,pieces,1640
1815,Long Ells,St_Helena,0,export,pieces,0
1815,Long Ells,Benkulen,0,export,pieces,0
1815,Long Ells,China,368898,export,pieces,135340
1815,Long Ells,Angola,0,export,pieces,0
1815,Long Ells,Penang,0,export,pieces,0
1815,Long Ells,Java,0,export,pieces,0
1816,Long Ells,Bengal,4658,export,pieces,1420
1816,Long Ells,Madras,0,export,pieces,0
1816,Long Ells,Bombay,1439,export,pieces,560
1816,Long Ells,St_Helena,0,export,pieces,0
1816,Long Ells,Benkulen,0,export,pieces,0
1816,Long Ells,China,377442,export,pieces,126040
1816,Long Ells,Angola,0,export,pieces,0
1816,Long Ells,Penang,0,export,pieces,0
1816,Long Ells,Java,0,export,pieces,0
1817,Long Ells,Bengal,4784,export,pieces,1314
1817,Long Ells,Madras,0,export,pieces,0
1817,Long Ells,Bombay,0,export,pieces,0
1817,Long Ells,St_Helena,0,export,pieces,0
1817,Long Ells,Benkulen,0,export,pieces,0
1817,Long Ells,China,361083,export,pieces,121200
1817,Long Ells,Angola,0,export,pieces,0
1817,Long Ells,Penang,0,export,pieces,0
1817,Long Ells,Java,0,export,pieces,0
1818,Long Ells,Bengal,8410,export,pieces,2900
1818,Long Ells,Madras,0,export,pieces,0
1818,Long Ells,Bombay,5382,export,pieces,1700
1818,Long Ells,St_Helena,0,export,pieces,0
1818,Long Ells,Benkulen,0,export,pieces,0
1818,Long Ells,China,195976,export,pieces,150020
1818,Long Ells,Angola,0,export,pieces,0
1818,Long Ells,Penang,0,export,pieces,0
1818,Long Ells,Java,0,export,pieces,0
1819,Long Ells,Bengal,8482,export,pieces,3000
1819,Long Ells,Madras,0,export,pieces,0
1819,Long Ells,Bombay,25525,export,pieces,9400
1819,Long Ells,St_Helena,0,export,pieces,0
1819,Long Ells,Benkulen,0,export,pieces,0
1819,Long Ells,China,316005,export,pieces,122440
1819,Long Ells,Angola,0,export,pieces,0
1819,Long Ells,Penang,0,export,pieces,0
1819,Long Ells,Java,0,export,pieces,0
1820,Long Ells,Bengal,41256,export,pieces,13200
1820,Long Ells,Madras,0,export,pieces,0
1820,Long Ells,Bombay,37613,export,pieces,12600
1820,Long Ells,St_Helena,0,export,pieces,0
1820,Long Ells,Benkulen,0,export,pieces,0
1820,Long Ells,China,372478,export,pieces,125400
1820,Long Ells,Angola,0,export,pieces,0
1820,Long Ells,Penang,0,export,pieces,0
1820,Long Ells,Java,0,export,pieces,0
1821,Long Ells,Bengal,76342,export,pieces,26550
1821,Long Ells,Madras,205,export,pieces,60
1821,Long Ells,Bombay,32361,export,pieces,10600
1821,Long Ells,St_Helena,0,export,pieces,0
1821,Long Ells,Benkulen,0,export,pieces,0
1821,Long Ells,China,347929,export,pieces,126000
1821,Long Ells,Angola,0,export,pieces,0
1821,Long Ells,Penang,0,export,pieces,0
1821,Long Ells,Java,0,export,pieces,0
1822,Long Ells,Bengal,1563,export,pieces,500
1822,Long Ells,Madras,17099,export,pieces,6700
1822,Long Ells,Bombay,17541,export,pieces,6500
1822,Long Ells,St_Helena,0,export,pieces,0
1822,Long Ells,Benkulen,0,export,pieces,0
1822,Long Ells,China,362012,export,pieces,146000
1822,Long Ells,Angola,0,export,pieces,0
1822,Long Ells,Penang,0,export,pieces,0
1822,Long Ells,Java,0,export,pieces,0
1823,Long Ells,Bengal,0,export,pieces,0
1823,Long Ells,Madras,0,export,pieces,0
1823,Long Ells,Bombay,0,export,pieces,0
1823,Long Ells,St_Helena,0,export,pieces,0
1823,Long Ells,Benkulen,0,export,pieces,0
1823,Long Ells,China,337592,export,pieces,149920
1823,Long Ells,Angola,0,export,pieces,0
1823,Long Ells,Penang,0,export,pieces,0
1823,Long Ells,Java,0,export,pieces,0
1824,Long Ells,Bengal,0,export,pieces,0
1824,Long Ells,Madras,0,export,pieces,0
1824,Long Ells,Bombay,0,export,pieces,0
1824,Long Ells,St_Helena,0,export,pieces,0
1824,Long Ells,Benkulen,0,export,pieces,0
1824,Long Ells,China,321450,export,pieces,145000
1824,Long Ells,Angola,0,export,pieces,0
1824,Long Ells,Penang,0,export,pieces,0
1824,Long Ells,Java,0,export,pieces,0
1825,Long Ells,Bengal,0,export,pieces,0
1825,Long Ells,Madras,0,export,pieces,0
1825,Long Ells,Bombay,0,export,pieces,0
1825,Long Ells,St_Helena,0,export,pieces,0
1825,Long Ells,Benkulen,0,export,pieces,0
1825,Long Ells,China,284686,export,pieces,123600
1825,Long Ells,Angola,0,export,pieces,0
1825,Long Ells,Penang,0,export,pieces,0
1825,Long Ells,Java,0,export,pieces,0
1826,Long Ells,Bengal,0,export,pieces,0
1826,Long Ells,Madras,0,export,pieces,0
1826,Long Ells,Bombay,0,export,pieces,0
1826,Long Ells,St_Helena,0,export,pieces,0
1826,Long Ells,Benkulen,0,export,pieces,0
1826,Long Ells,China,419806,export,pieces,176400
1826,Long Ells,Angola,0,export,pieces,0
1826,Long Ells,Penang,0,export,pieces,0
1826,Long Ells,Java,0,export,pieces,0
1827,Long Ells,Bengal,0,export,pieces,0
1827,Long Ells,Madras,0,export,pieces,0
1827,Long Ells,Bombay,0,export,pieces,0
1827,Long Ells,St_Helena,0,export,pieces,0
1827,Long Ells,Benkulen,0,export,pieces,0
1827,Long Ells,China,299951,export,pieces,128400
1827,Long Ells,Angola,0,export,pieces,0
1827,Long Ells,Penang,0,export,pieces,0
1827,Long Ells,Java,0,export,pieces,0
1828,Long Ells,Bengal,0,export,pieces,0
1828,Long Ells,Madras,0,export,pieces,0
1828,Long Ells,Bombay,0,export,pieces,0
1828,Long Ells,St_Helena,0,export,pieces,0
1828,Long Ells,Benkulen,0,export,pieces,0
1828,Long Ells,China,337139,export,pieces,156780
1828,Long Ells,Angola,0,export,pieces,0
1828,Long Ells,Penang,0,export,pieces,0
1828,Long Ells,Java,0,export,pieces,0
1829,Long Ells,Bengal,0,export,pieces,0
1829,Long Ells,Madras,0,export,pieces,0
1829,Long Ells,Bombay,0,export,pieces,0
1829,Long Ells,St_Helena,0,export,pieces,0
1829,Long Ells,Benkulen,0,export,pieces,0
1829,Long Ells,China,238462,export,pieces,125020
1829,Long Ells,Angola,0,export,pieces,0
1829,Long Ells,Penang,0,export,pieces,0
1829,Long Ells,Java,0,export,pieces,0
1830,Long Ells,Bengal,0,export,pieces,0
1830,Long Ells,Madras,0,export,pieces,0
1830,Long Ells,Bombay,0,export,pieces,0
1830,Long Ells,St_Helena,0,export,pieces,0
1830,Long Ells,Benkulen,0,export,pieces,0
1830,Long Ells,China,264856,export,pieces,149900
1830,Long Ells,Angola,0,export,pieces,0
1830,Long Ells,Penang,0,export,pieces,0
1830,Long Ells,Java,0,export,pieces,0
1831,Long Ells,Bengal,0,export,pieces,0
1831,Long Ells,Madras,0,export,pieces,0
1831,Long Ells,Bombay,0,export,pieces,0
1831,Long Ells,St_Helena,0,export,pieces,0
1831,Long Ells,Benkulen,0,export,pieces,0
1831,Long Ells,China,238827,export,pieces,150300
1831,Long Ells,Angola,0,export,pieces,0
1831,Long Ells,Penang,0,export,pieces,0
1831,Long Ells,Java,0,export,pieces,0
1832,Long Ells,Bengal,0,export,pieces,0
1832,Long Ells,Madras,0,export,pieces,0
1832,Long Ells,Bombay,0,export,pieces,0
1832,Long Ells,St_Helena,0,export,pieces,0
1832,Long Ells,Benkulen,0,export,pieces,0
1832,Long Ells,China,177335,export,pieces,107200
1832,Long Ells,Angola,0,export,pieces,0
1832,Long Ells,Penang,0,export,pieces,0
1832,Long Ells,Java,0,export,pieces,0
1833,Long Ells,Bengal,0,export,pieces,0
1833,Long Ells,Madras,0,export,pieces,0
1833,Long Ells,Bombay,0,export,pieces,0
1833,Long Ells,St_Helena,0,export,pieces,0
1833,Long Ells,Benkulen,0,export,pieces,0
1833,Long Ells,China,178140,export,pieces,105000
1833,Long Ells,Angola,0,export,pieces,0
1833,Long Ells,Penang,0,export,pieces,0
1833,Long Ells,Java,0,export,pieces,0
1834,Long Ells,Bengal,0,export,pieces,0
1834,Long Ells,Madras,0,export,pieces,0
1834,Long Ells,Bombay,0,export,pieces,0
1834,Long Ells,St_Helena,0,export,pieces,0
1834,Long Ells,Benkulen,0,export,pieces,0
1834,Long Ells,China,153709,export,pieces,88300
1834,Long Ells,Angola,0,export,pieces,0
1834,Long Ells,Penang,0,export,pieces,0
1834,Long Ells,Java,0,export,pieces,0
1760,General Merchandise,Bengal,27142,export,£,27142
1760,General Merchandise,Madras,18688,export,£,18688
1760,General Merchandise,Bombay,9152,export,£,9152
1760,General Merchandise,St_Helena,10914,export,£,10914
1760,General Merchandise,Benkulen,7264,export,£,7264
1760,General Merchandise,China,291,export,£,291
1760,General Merchandise,Madagascar,0,export,£,0
1760,General Merchandise,Mocha,0,export,£,0
1760,General Merchandise,Madeira,0,export,£,0
1760,General Merchandise,Angola,0,export,£,0
1760,General Merchandise,Penang,0,export,£,0
1760,General Merchandise,Cape,0,export,£,0
1760,General Merchandise,Java,0,export,£,0
1760,General Merchandise,Singapore,0,export,£,0
1761,General Merchandise,Bengal,12887,export,£,12887
1761,General Merchandise,Madras,21496,export,£,21496
1761,General Merchandise,Bombay,30087,export,£,30087
1761,General Merchandise,St_Helena,5028,export,£,5028
1761,General Merchandise,Benkulen,10669,export,£,10669
1761,General Merchandise,China,708,export,£,708
1761,General Merchandise,Madagascar,1271,export,£,1271
1761,General Merchandise,Mocha,49,export,£,49
1761,General Merchandise,Madeira,0,export,£,0
1761,General Merchandise,Angola,0,export,£,0
1761,General Merchandise,Penang,0,export,£,0
1761,General Merchandise,Cape,0,export,£,0
1761,General Merchandise,Java,0,export,£,0
1761,General Merchandise,Singapore,0,export,£,0
1762,General Merchandise,Bengal,16388,export,£,16388
1762,General Merchandise,Madras,9210,export,£,9210
1762,General Merchandise,Bombay,13607,export,£,13607
1762,General Merchandise,St_Helena,5596,export,£,5596
1762,General Merchandise,Benkulen,6522,export,£,6522
1762,General Merchandise,China,2262,export,£,2262
1762,General Merchandise,Madagascar,0,export,£,0
1762,General Merchandise,Mocha,0,export,£,0
1762,General Merchandise,Madeira,74,export,£,74
1762,General Merchandise,Angola,0,export,£,0
1762,General Merchandise,Penang,0,export,£,0
1762,General Merchandise,Cape,0,export,£,0
1762,General Merchandise,Java,0,export,£,0
1762,General Merchandise,Singapore,0,export,£,0
1763,General Merchandise,Bengal,15801,export,£,15801
1763,General Merchandise,Madras,11274,export,£,11274
1763,General Merchandise,Bombay,23883,export,£,23883
1763,General Merchandise,St_Helena,10765,export,£,10765
1763,General Merchandise,Benkulen,12054,export,£,12054
1763,General Merchandise,China,1860,export,£,1860
1763,General Merchandise,Madagascar,0,export,£,0
1763,General Merchandise,Mocha,51,export,£,51
1763,General Merchandise,Madeira,0,export,£,0
1763,General Merchandise,Angola,0,export,£,0
1763,General Merchandise,Penang,0,export,£,0
1763,General Merchandise,Cape,0,export,£,0
1763,General Merchandise,Java,0,export,£,0
1763,General Merchandise,Singapore,0,export,£,0
1764,General Merchandise,Bengal,23647,export,£,23647
1764,General Merchandise,Madras,15503,export,£,15503
1764,General Merchandise,Bombay,22237,export,£,22237
1764,General Merchandise,St_Helena,5748,export,£,5748
1764,General Merchandise,Benkulen,9382,export,£,9382
1764,General Merchandise,China,596,export,£,596
1764,General Merchandise,Madagascar,0,export,£,0
1764,General Merchandise,Mocha,0,export,£,0
1764,General Merchandise,Madeira,0,export,£,0
1764,General Merchandise,Angola,0,export,£,0
1764,General Merchandise,Penang,0,export,£,0
1764,General Merchandise,Cape,0,export,£,0
1764,General Merchandise,Java,0,export,£,0
1764,General Merchandise,Singapore,0,export,£,0
1765,General Merchandise,Bengal,28614,export,£,28614
1765,General Merchandise,Madras,21480,export,£,21480
1765,General Merchandise,Bombay,24325,export,£,24325
1765,General Merchandise,St_Helena,7085,export,£,7085
1765,General Merchandise,Benkulen,5225,export,£,5225
1765,General Merchandise,China,274,export,£,274
1765,General Merchandise,Madagascar,0,export,£,0
1765,General Merchandise,Mocha,50,export,£,50
1765,General Merchandise,Madeira,0,export,£,0
1765,General Merchandise,Angola,3648,export,£,3648
1765,General Merchandise,Penang,0,export,£,0
1765,General Merchandise,Cape,0,export,£,0
1765,General Merchandise,Java,0,export,£,0
1765,General Merchandise,Singapore,0,export,£,0
1766,General Merchandise,Bengal,22709,export,£,22709
1766,General Merchandise,Madras,24369,export,£,24369
1766,General Merchandise,Bombay,24112,export,£,24112
1766,General Merchandise,St_Helena,11866,export,£,11866
1766,General Merchandise,Benkulen,4839,export,£,4839
1766,General Merchandise,China,345,export,£,345
1766,General Merchandise,Madagascar,0,export,£,0
1766,General Merchandise,Mocha,0,export,£,0
1766,General Merchandise,Madeira,0,export,£,0
1766,General Merchandise,Angola,0,export,£,0
1766,General Merchandise,Penang,0,export,£,0
1766,General Merchandise,Cape,0,export,£,0
1766,General Merchandise,Java,0,export,£,0
1766,General Merchandise,Singapore,0,export,£,0
1767,General Merchandise,Bengal,72022,export,£,72022
1767,General Merchandise,Madras,36668,export,£,36668
1767,General Merchandise,Bombay,23900,export,£,23900
1767,General Merchandise,St_Helena,11829,export,£,11829
1767,General Merchandise,Benkulen,6282,export,£,6282
1767,General Merchandise,China,212,export,£,212
1767,General Merchandise,Madagascar,0,export,£,0
1767,General Merchandise,Mocha,74,export,£,74
1767,General Merchandise,Madeira,0,export,£,0
1767,General Merchandise,Angola,0,export,£,0
1767,General Merchandise,Penang,0,export,£,0
1767,General Merchandise,Cape,0,export,£,0
1767,General Merchandise,Java,0,export,£,0
1767,General Merchandise,Singapore,0,export,£,0
1768,General Merchandise,Bengal,41883,export,£,41883
1768,General Merchandise,Madras,32890,export,£,32890
1768,General Merchandise,Bombay,22686,export,£,22686
1768,General Merchandise,St_Helena,11972,export,£,11972
1768,General Merchandise,Benkulen,4527,export,£,4527
1768,General Merchandise,China,245,export,£,245
1768,General Merchandise,Madagascar,0,export,£,0
1768,General Merchandise,Mocha,0,export,£,0
1768,General Merchandise,Madeira,0,export,£,0
1768,General Merchandise,Angola,0,export,£,0
1768,General Merchandise,Penang,0,export,£,0
1768,General Merchandise,Cape,0,export,£,0
1768,General Merchandise,Java,0,export,£,0
1768,General Merchandise,Singapore,0,export,£,0
1769,General Merchandise,Bengal,68541,export,£,68541
1769,General Merchandise,Madras,64097,export,£,64097
1769,General Merchandise,Bombay,40216,export,£,40216
1769,General Merchandise,St_Helena,9787,export,£,9787
1769,General Merchandise,Benkulen,6476,export,£,6476
1769,General Merchandise,China,196,export,£,196
1769,General Merchandise,Madagascar,0,export,£,0
1769,General Merchandise,Mocha,50,export,£,50
1769,General Merchandise,Madeira,0,export,£,0
1769,General Merchandise,Angola,0,export,£,0
1769,General Merchandise,Penang,0,export,£,0
1769,General Merchandise,Cape,0,export,£,0
1769,General Merchandise,Java,0,export,£,0
1769,General Merchandise,Singapore,0,export,£,0
1770,General Merchandise,Bengal,22973,export,£,22973
1770,General Merchandise,Madras,73569,export,£,73569
1770,General Merchandise,Bombay,33646,export,£,33646
1770,General Merchandise,St_Helena,12239,export,£,12239
1770,General Merchandise,Benkulen,7273,export,£,7273
1770,General Merchandise,China,262,export,£,262
1770,General Merchandise,Madagascar,0,export,£,0
1770,General Merchandise,Mocha,0,export,£,0
1770,General Merchandise,Madeira,0,export,£,0
1770,General Merchandise,Angola,0,export,£,0
1770,General Merchandise,Penang,0,export,£,0
1770,General Merchandise,Cape,0,export,£,0
1770,General Merchandise,Java,0,export,£,0
1770,General Merchandise,Singapore,0,export,£,0
1771,General Merchandise,Bengal,43974,export,£,43974
1771,General Merchandise,Madras,39749,export,£,39749
1771,General Merchandise,Bombay,24285,export,£,24285
1771,General Merchandise,St_Helena,19897,export,£,19897
1771,General Merchandise,Benkulen,7145,export,£,7145
1771,General Merchandise,China,121,export,£,121
1771,General Merchandise,Madagascar,0,export,£,0
1771,General Merchandise,Mocha,93,export,£,93
1771,General Merchandise,Madeira,0,export,£,0
1771,General Merchandise,Angola,0,export,£,0
1771,General Merchandise,Penang,0,export,£,0
1771,General Merchandise,Cape,0,export,£,0
1771,General Merchandise,Java,0,export,£,0
1771,General Merchandise,Singapore,0,export,£,0
1772,General Merchandise,Bengal,30624,export,£,30624
1772,General Merchandise,Madras,25381,export,£,25381
1772,General Merchandise,Bombay,24987,export,£,24987
1772,General Merchandise,St_Helena,10464,export,£,10464
1772,General Merchandise,Benkulen,8603,export,£,8603
1772,General Merchandise,China,235,export,£,235
1772,General Merchandise,Madagascar,0,export,£,0
1772,General Merchandise,Mocha,0,export,£,0
1772,General Merchandise,Madeira,0,export,£,0
1772,General Merchandise,Angola,0,export,£,0
1772,General Merchandise,Penang,0,export,£,0
1772,General Merchandise,Cape,0,export,£,0
1772,General Merchandise,Java,0,export,£,0
1772,General Merchandise,Singapore,0,export,£,0
1773,General Merchandise,Bengal,21637,export,£,21637
1773,General Merchandise,Madras,28315,export,£,28315
1773,General Merchandise,Bombay,12066,export,£,12066
1773,General Merchandise,St_Helena,15033,export,£,15033
1773,General Merchandise,Benkulen,2789,export,£,2789
1773,General Merchandise,China,122,export,£,122
1773,General Merchandise,Madagascar,0,export,£,0
1773,General Merchandise,Mocha,0,export,£,0
1773,General Merchandise,Madeira,0,export,£,0
1773,General Merchandise,Angola,0,export,£,0
1773,General Merchandise,Penang,0,export,£,0
1773,General Merchandise,Cape,0,export,£,0
1773,General Merchandise,Java,0,export,£,0
1773,General Merchandise,Singapore,0,export,£,0
1774,General Merchandise,Bengal,11852,export,£,11852
1774,General Merchandise,Madras,21720,export,£,21720
1774,General Merchandise,Bombay,13433,export,£,13433
1774,General Merchandise,St_Helena,0,export,£,0
1774,General Merchandise,Benkulen,4601,export,£,4601
1774,General Merchandise,China,739,export,£,739
1774,General Merchandise,Madagascar,0,export,£,0
1774,General Merchandise,Mocha,0,export,£,0
1774,General Merchandise,Madeira,0,export,£,0
1774,General Merchandise,Angola,0,export,£,0
1774,General Merchandise,Penang,0,export,£,0
1774,General Merchandise,Cape,0,export,£,0
1774,General Merchandise,Java,0,export,£,0
1774,General Merchandise,Singapore,0,export,£,0
1775,General Merchandise,Bengal,10894,export,£,10894
1775,General Merchandise,Madras,27931,export,£,27931
1775,General Merchandise,Bombay,9710,export,£,9710
1775,General Merchandise,St_Helena,14386,export,£,14386
1775,General Merchandise,Benkulen,6944,export,£,6944
1775,General Merchandise,China,178,export,£,178
1775,General Merchandise,Madagascar,0,export,£,0
1775,General Merchandise,Mocha,0,export,£,0
1775,General Merchandise,Madeira,0,export,£,0
1775,General Merchandise,Angola,0,export,£,0
1775,General Merchandise,Penang,0,export,£,0
1775,General Merchandise,Cape,0,export,£,0
1775,General Merchandise,Java,0,export,£,0
1775,General Merchandise,Singapore,0,export,£,0
1776,General Merchandise,Bengal,30594,export,£,30594
1776,General Merchandise,Madras,37203,export,£,37203
1776,General Merchandise,Bombay,9500,export,£,9500
1776,General Merchandise,St_Helena,18647,export,£,18647
1776,General Merchandise,Benkulen,3845,export,£,3845
1776,General Merchandise,China,173,export,£,173
1776,General Merchandise,Madagascar,0,export,£,0
1776,General Merchandise,Mocha,0,export,£,0
1776,General Merchandise,Madeira,0,export,£,0
1776,General Merchandise,Angola,0,export,£,0
1776,General Merchandise,Penang,0,export,£,0
1776,General Merchandise,Cape,0,export,£,0
1776,General Merchandise,Java,0,export,£,0
1776,General Merchandise,Singapore,0,export,£,0
1777,General Merchandise,Bengal,16100,export,£,16100
1777,General Merchandise,Madras,42601,export,£,42601
1777,General Merchandise,Bombay,42869,export,£,42869
1777,General Merchandise,St_Helena,17062,export,£,17062
1777,General Merchandise,Benkulen,6499,export,£,6499
1777,General Merchandise,China,3670,export,£,3670
1777,General Merchandise,Madagascar,0,export,£,0
1777,General Merchandise,Mocha,0,export,£,0
1777,General Merchandise,Madeira,0,export,£,0
1777,General Merchandise,Angola,0,export,£,0
1777,General Merchandise,Penang,0,export,£,0
1777,General Merchandise,Cape,0,export,£,0
1777,General Merchandise,Java,0,export,£,0
1777,General Merchandise,Singapore,0,export,£,0
1778,General Merchandise,Bengal,22908,export,£,22908
1778,General Merchandise,Madras,39247,export,£,39247
1778,General Merchandise,Bombay,33039,export,£,33039
1778,General Merchandise,St_Helena,13664,export,£,13664
1778,General Merchandise,Benkulen,5270,export,£,5270
1778,General Merchandise,China,3852,export,£,3852
1778,General Merchandise,Madagascar,0,export,£,0
1778,General Merchandise,Mocha,0,export,£,0
1778,General Merchandise,Madeira,0,export,£,0
1778,General Merchandise,Angola,0,export,£,0
1778,General Merchandise,Penang,0,export,£,0
1778,General Merchandise,Cape,0,export,£,0
1778,General Merchandise,Java,0,export,£,0
1778,General Merchandise,Singapore,0,export,£,0
1779,General Merchandise,Bengal,27115,export,£,27115
1779,General Merchandise,Madras,26773,export,£,26773
1779,General Merchandise,Bombay,35411,export,£,35411
1779,General Merchandise,St_Helena,18552,export,£,18552
1779,General Merchandise,Benkulen,6248,export,£,6248
1779,General Merchandise,China,643,export,£,643
1779,General Merchandise,Madagascar,0,export,£,0
1779,General Merchandise,Mocha,0,export,£,0
1779,General Merchandise,Madeira,0,export,£,0
1779,General Merchandise,Angola,0,export,£,0
1779,General Merchandise,Penang,0,export,£,0
1779,General Merchandise,Cape,0,export,£,0
1779,General Merchandise,Java,0,export,£,0
1779,General Merchandise,Singapore,0,export,£,0
1780,General Merchandise,Bengal,78445,export,£,78445
1780,General Merchandise,Madras,52034,export,£,52034
1780,General Merchandise,Bombay,24440,export,£,24440
1780,General Merchandise,St_Helena,15909,export,£,15909
1780,General Merchandise,Benkulen,4649,export,£,4649
1780,General Merchandise,China,162,export,£,162
1780,General Merchandise,Madagascar,0,export,£,0
1780,General Merchandise,Mocha,0,export,£,0
1780,General Merchandise,Madeira,0,export,£,0
1780,General Merchandise,Angola,0,export,£,0
1780,General Merchandise,Penang,0,export,£,0
1780,General Merchandise,Cape,0,export,£,0
1780,General Merchandise,Java,0,export,£,0
1780,General Merchandise,Singapore,0,export,£,0
1781,General Merchandise,Bengal,54047,export,£,54047
1781,General Merchandise,Madras,37247,export,£,37247
1781,General Merchandise,Bombay,21541,export,£,21541
1781,General Merchandise,St_Helena,19937,export,£,19937
1781,General Merchandise,Benkulen,3046,export,£,3046
1781,General Merchandise,China,283,export,£,283
1781,General Merchandise,Madagascar,0,export,£,0
1781,General Merchandise,Mocha,0,export,£,0
1781,General Merchandise,Madeira,0,export,£,0
1781,General Merchandise,Angola,0,export,£,0
1781,General Merchandise,Penang,0,export,£,0
1781,General Merchandise,Cape,0,export,£,0
1781,General Merchandise,Java,0,export,£,0
1781,General Merchandise,Singapore,0,export,£,0
1782,General Merchandise,Bengal,28361,export,£,28361
1782,General Merchandise,Madras,36435,export,£,36435
1782,General Merchandise,Bombay,34831,export,£,34831
1782,General Merchandise,St_Helena,12786,export,£,12786
1782,General Merchandise,Benkulen,0,export,£,0
1782,General Merchandise,China,702,export,£,702
1782,General Merchandise,Madagascar,0,export,£,0
1782,General Merchandise,Mocha,0,export,£,0
1782,General Merchandise,Madeira,0,export,£,0
1782,General Merchandise,Angola,0,export,£,0
1782,General Merchandise,Penang,0,export,£,0
1782,General Merchandise,Cape,0,export,£,0
1782,General Merchandise,Java,0,export,£,0
1782,General Merchandise,Singapore,0,export,£,0
1783,General Merchandise,Bengal,39378,export,£,39378
1783,General Merchandise,Madras,61662,export,£,61662
1783,General Merchandise,Bombay,61738,export,£,61738
1783,General Merchandise,St_Helena,22184,export,£,22184
1783,General Merchandise,Benkulen,5584,export,£,5584
1783,General Merchandise,China,884,export,£,884
1783,General Merchandise,Madagascar,0,export,£,0
1783,General Merchandise,Mocha,0,export,£,0
1783,General Merchandise,Madeira,0,export,£,0
1783,General Merchandise,Angola,0,export,£,0
1783,General Merchandise,Penang,0,export,£,0
1783,General Merchandise,Cape,0,export,£,0
1783,General Merchandise,Java,0,export,£,0
1783,General Merchandise,Singapore,0,export,£,0
1784,General Merchandise,Bengal,17127,export,£,17127
1784,General Merchandise,Madras,14965,export,£,14965
1784,General Merchandise,Bombay,19079,export,£,19079
1784,General Merchandise,St_Helena,15368,export,£,15368
1784,General Merchandise,Benkulen,2481,export,£,2481
1784,General Merchandise,China,780,export,£,780
1784,General Merchandise,Madagascar,0,export,£,0
1784,General Merchandise,Mocha,0,export,£,0
1784,General Merchandise,Madeira,0,export,£,0
1784,General Merchandise,Angola,0,export,£,0
1784,General Merchandise,Penang,0,export,£,0
1784,General Merchandise,Cape,0,export,£,0
1784,General Merchandise,Java,0,export,£,0
1784,General Merchandise,Singapore,0,export,£,0
1785,General Merchandise,Bengal,10552,export,£,10552
1785,General Merchandise,Madras,6913,export,£,6913
1785,General Merchandise,Bombay,16464,export,£,16464
1785,General Merchandise,St_Helena,4749,export,£,4749
1785,General Merchandise,Benkulen,2533,export,£,2533
1785,General Merchandise,China,824,export,£,824
1785,General Merchandise,Madagascar,0,export,£,0
1785,General Merchandise,Mocha,0,export,£,0
1785,General Merchandise,Madeira,0,export,£,0
1785,General Merchandise,Angola,0,export,£,0
1785,General Merchandise,Penang,0,export,£,0
1785,General Merchandise,Cape,0,export,£,0
1785,General Merchandise,Java,0,export,£,0
1785,General Merchandise,Singapore,0,export,£,0
1786,General Merchandise,Bengal,14169,export,£,14169
1786,General Merchandise,Madras,56226,export,£,56226
1786,General Merchandise,Bombay,10314,export,£,10314
1786,General Merchandise,St_Helena,14872,export,£,14872
1786,General Merchandise,Benkulen,4922,export,£,4922
