year,commodity,port,value,type,unit,quantity
1825,Copper,Penang,0,export,cwts,0
1825,Copper,Java,0,export,cwts,0
1760,Iron,Bengal,1105,export,cwts,1200
1760,Iron,Madras,736,export,cwts,800
1760,Iron,Bombay,1105,export,cwts,1200
1760,Iron,St_Helena,4,export,cwts,4
1760,Iron,Benkulen,1474,export,cwts,1600
1760,Iron,China,0,export,cwts,0
1760,Iron,Angola,0,export,cwts,0
1760,Iron,Penang,0,export,cwts,0
1760,Iron,Java,0,export,cwts,0
1761,Iron,Bengal,610,export,cwts,800
1761,Iron,Madras,610,export,cwts,800
1761,Iron,Bombay,0,export,cwts,0
1761,Iron,St_Helena,0,export,cwts,0
1761,Iron,Benkulen,660,export,cwts,800
1761,Iron,China,0,export,cwts,0
1761,Iron,Angola,0,export,cwts,0
1761,Iron,Penang,0,export,cwts,0
1761,Iron,Java,0,export,cwts,0
1762,Iron,Bengal,891,export,cwts,1200
1762,Iron,Madras,594,export,cwts,800
1762,Iron,Bombay,594,export,cwts,800
1762,Iron,St_Helena,0,export,cwts,0
1762,Iron,Benkulen,0,export,cwts,0
1762,Iron,China,2651,export,cwts,4130
1762,Iron,Angola,0,export,cwts,0
1762,Iron,Penang,0,export,cwts,0
1762,Iron,Java,0,export,cwts,0
1763,Iron,Bengal,1136,export,cwts,1400
1763,Iron,Madras,1136,export,cwts,1400
1763,Iron,Bombay,648,export,cwts,800
1763,Iron,St_Helena,11,export,cwts,10
1763,Iron,Benkulen,427,export,cwts,500
1763,Iron,China,0,export,cwts,0
1763,Iron,Angola,0,export,cwts,0
1763,Iron,Penang,0,export,cwts,0
1763,Iron,Java,0,export,cwts,0
1764,Iron,Bengal,6598,export,cwts,8000
1764,Iron,Madras,1645,export,cwts,2000
1764,Iron,Bombay,3795,export,cwts,4600
1764,Iron,St_Helena,0,export,cwts,0
1764,Iron,Benkulen,858,export,cwts,1000
1764,Iron,China,0,export,cwts,0
1764,Iron,Angola,0,export,cwts,0
1764,Iron,Penang,0,export,cwts,0
1764,Iron,Java,0,export,cwts,0
1765,Iron,Bengal,660,export,cwts,1000
1765,Iron,Madras,396,export,cwts,600
1765,Iron,Bombay,2640,export,cwts,4000
1765,Iron,St_Helena,0,export,cwts,0
1765,Iron,Benkulen,1375,export,cwts,2000
1765,Iron,China,0,export,cwts,0
1765,Iron,Angola,32,export,cwts,35
1765,Iron,Penang,0,export,cwts,0
1765,Iron,Java,0,export,cwts,0
1766,Iron,Bengal,2580,export,cwts,3753
1766,Iron,Madras,5180,export,cwts,7532
1766,Iron,Bombay,4245,export,cwts,6000
1766,Iron,St_Helena,31,export,cwts,26
1766,Iron,Benkulen,1704,export,cwts,2000
1766,Iron,China,0,export,cwts,0
1766,Iron,Angola,0,export,cwts,0
1766,Iron,Penang,0,export,cwts,0
1766,Iron,Java,0,export,cwts,0
1767,Iron,Bengal,6027,export,cwts,7000
1767,Iron,Madras,3410,export,cwts,4000
1767,Iron,Bombay,5112,export,cwts,6000
1767,Iron,St_Helena,52,export,cwts,47
1767,Iron,Benkulen,1815,export,cwts,2000
1767,Iron,China,0,export,cwts,0
1767,Iron,Angola,0,export,cwts,0
1767,Iron,Penang,0,export,cwts,0
1767,Iron,Java,0,export,cwts,0
1768,Iron,Bengal,3817,export,cwts,4200
1768,Iron,Madras,3629,export,cwts,4000
1768,Iron,Bombay,3631,export,cwts,4000
1768,Iron,St_Helena,47,export,cwts,42
1768,Iron,Benkulen,962,export,cwts,1000
1768,Iron,China,0,export,cwts,0
1768,Iron,Angola,0,export,cwts,0
1768,Iron,Penang,0,export,cwts,0
1768,Iron,Java,0,export,cwts,0
1769,Iron,Bengal,2968,export,cwts,4000
1769,Iron,Madras,2970,export,cwts,4000
1769,Iron,Bombay,4899,export,cwts,6536
1769,Iron,St_Helena,0,export,cwts,0
1769,Iron,Benkulen,1595,export,cwts,2000
1769,Iron,China,0,export,cwts,0
1769,Iron,Angola,0,export,cwts,0
1769,Iron,Penang,0,export,cwts,0
1769,Iron,Java,0,export,cwts,0
1770,Iron,Bengal,3191,export,cwts,4000
1770,Iron,Madras,3492,export,cwts,4000
1770,Iron,Bombay,1914,export,cwts,2400
1770,Iron,St_Helena,44,export,cwts,39
1770,Iron,Benkulen,1793,export,cwts,2080
1770,Iron,China,0,export,cwts,0
1770,Iron,Angola,0,export,cwts,0
1770,Iron,Penang,0,export,cwts,0
1770,Iron,Java,0,export,cwts,0
1771,Iron,Bengal,1305,export,cwts,1531
1771,Iron,Madras,399,export,cwts,500
1771,Iron,Bombay,1793,export,cwts,2200
1771,Iron,St_Helena,173,export,cwts,213
1771,Iron,Benkulen,341,export,cwts,400
1771,Iron,China,0,export,cwts,0
1771,Iron,Angola,0,export,cwts,0
1771,Iron,Penang,0,export,cwts,0
1771,Iron,Java,0,export,cwts,0
1772,Iron,Bengal,825,export,cwts,1000
1772,Iron,Madras,825,export,cwts,1000
1772,Iron,Bombay,1650,export,cwts,2000
1772,Iron,St_Helena,48,export,cwts,43
1772,Iron,Benkulen,352,export,cwts,400
1772,Iron,China,0,export,cwts,0
1772,Iron,Angola,0,export,cwts,0
1772,Iron,Penang,0,export,cwts,0
1772,Iron,Java,0,export,cwts,0
1773,Iron,Bengal,1650,export,cwts,2000
1773,Iron,Madras,2475,export,cwts,3000
1773,Iron,Bombay,1650,export,cwts,2000
1773,Iron,St_Helena,0,export,cwts,0
1773,Iron,Benkulen,352,export,cwts,400
1773,Iron,China,0,export,cwts,0
1773,Iron,Angola,0,export,cwts,0
1773,Iron,Penang,0,export,cwts,0
1773,Iron,Java,0,export,cwts,0
1774,Iron,Bengal,0,export,cwts,0
1774,Iron,Madras,616,export,cwts,800
1774,Iron,Bombay,770,export,cwts,1000
1774,Iron,St_Helena,0,export,cwts,0
1774,Iron,Benkulen,418,export,cwts,80
1774,Iron,China,0,export,cwts,0
1774,Iron,Angola,0,export,cwts,0
1774,Iron,Penang,0,export,cwts,0
1774,Iron,Java,0,export,cwts,0
1775,Iron,Bengal,715,export,cwts,1000
1775,Iron,Madras,429,export,cwts,600
1775,Iron,Bombay,1373,export,cwts,1920
1775,Iron,St_Helena,0,export,cwts,0
1775,Iron,Benkulen,594,export,cwts,800
1775,Iron,China,0,export,cwts,0
1775,Iron,Angola,0,export,cwts,0
1775,Iron,Penang,0,export,cwts,0
1775,Iron,Java,0,export,cwts,0
1776,Iron,Bengal,1490,export,cwts,2000
1776,Iron,Madras,2980,export,cwts,4000
1776,Iron,Bombay,2235,export,cwts,3000
1776,Iron,St_Helena,0,export,cwts,0
1776,Iron,Benkulen,313,export,cwts,400
1776,Iron,China,0,export,cwts,0
1776,Iron,Angola,0,export,cwts,0
1776,Iron,Penang,0,export,cwts,0
1776,Iron,Java,0,export,cwts,0
1777,Iron,Bengal,1943,export,cwts,2279
1777,Iron,Madras,3409,export,cwts,4000
1777,Iron,Bombay,2556,export,cwts,3000
1777,Iron,St_Helena,0,export,cwts,0
1777,Iron,Benkulen,544,export,cwts,600
1777,Iron,China,0,export,cwts,0
1777,Iron,Angola,0,export,cwts,0
1777,Iron,Penang,0,export,cwts,0
1777,Iron,Java,0,export,cwts,0
1778,Iron,Bengal,866,export,cwts,1000
1778,Iron,Madras,3466,export,cwts,4000
1778,Iron,Bombay,2598,export,cwts,3000
1778,Iron,St_Helena,0,export,cwts,0
1778,Iron,Benkulen,737,export,cwts,800
1778,Iron,China,0,export,cwts,0
1778,Iron,Angola,0,export,cwts,0
1778,Iron,Penang,0,export,cwts,0
1778,Iron,Java,0,export,cwts,0
1779,Iron,Bengal,2992,export,cwts,2120
1779,Iron,Madras,1122,export,cwts,1200
1779,Iron,Bombay,2805,export,cwts,3000
1779,Iron,St_Helena,0,export,cwts,0
1779,Iron,Benkulen,1352,export,cwts,770
1779,Iron,China,0,export,cwts,0
1779,Iron,Angola,0,export,cwts,0
1779,Iron,Penang,0,export,cwts,0
1779,Iron,Java,0,export,cwts,0
1780,Iron,Bengal,2062,export,cwts,2500
1780,Iron,Madras,1650,export,cwts,2000
1780,Iron,Bombay,1072,export,cwts,1300
1780,Iron,St_Helena,36,export,cwts,621
1780,Iron,Benkulen,693,export,cwts,800
1780,Iron,China,0,export,cwts,0
1780,Iron,Angola,0,export,cwts,0
1780,Iron,Penang,0,export,cwts,0
1780,Iron,Java,0,export,cwts,0
1781,Iron,Bengal,2038,export,cwts,2632
1781,Iron,Madras,1540,export,cwts,2000
1781,Iron,Bombay,990,export,cwts,1200
1781,Iron,St_Helena,34,export,cwts,31
1781,Iron,Benkulen,660,export,cwts,800
1781,Iron,China,0,export,cwts,0
1781,Iron,Angola,0,export,cwts,0
1781,Iron,Penang,0,export,cwts,0
1781,Iron,Java,0,export,cwts,0
1782,Iron,Bengal,1980,export,cwts,2000
1782,Iron,Madras,3872,export,cwts,4000
1782,Iron,Bombay,3960,export,cwts,4000
1782,Iron,St_Helena,0,export,cwts,0
1782,Iron,Benkulen,0,export,cwts,0
1782,Iron,China,0,export,cwts,0
1782,Iron,Angola,0,export,cwts,0
1782,Iron,Penang,0,export,cwts,0
1782,Iron,Java,0,export,cwts,0
1783,Iron,Bengal,2090,export,cwts,2000
1783,Iron,Madras,1281,export,cwts,1226
1783,Iron,Bombay,8250,export,cwts,8000
1783,Iron,St_Helena,25,export,cwts,20
1783,Iron,Benkulen,440,export,cwts,400
1783,Iron,China,0,export,cwts,0
1783,Iron,Angola,0,export,cwts,0
1783,Iron,Penang,0,export,cwts,0
1783,Iron,Java,0,export,cwts,0
1784,Iron,Bengal,1924,export,cwts,2000
1784,Iron,Madras,962,export,cwts,1000
1784,Iron,Bombay,962,export,cwts,1000
1784,Iron,St_Helena,0,export,cwts,0
1784,Iron,Benkulen,203,export,cwts,200
1784,Iron,China,0,export,cwts,0
1784,Iron,Angola,0,export,cwts,0
1784,Iron,Penang,0,export,cwts,0
1784,Iron,Java,0,export,cwts,0
1785,Iron,Bengal,601,export,cwts,636
1785,Iron,Madras,0,export,cwts,0
1785,Iron,Bombay,1122,export,cwts,1200
1785,Iron,St_Helena,6,export,cwts,5
1785,Iron,Benkulen,198,export,cwts,200
1785,Iron,China,0,export,cwts,0
1785,Iron,Angola,0,export,cwts,0
1785,Iron,Penang,0,export,cwts,0
1785,Iron,Java,0,export,cwts,0
1786,Iron,Bengal,467,export,cwts,500
1786,Iron,Madras,1402,export,cwts,1500
1786,Iron,Bombay,467,export,cwts,500
1786,Iron,St_Helena,44,export,cwts,40
1786,Iron,Benkulen,198,export,cwts,200
1786,Iron,China,0,export,cwts,0
1786,Iron,Angola,0,export,cwts,0
1786,Iron,Penang,0,export,cwts,0
1786,Iron,Java,0,export,cwts,0
1787,Iron,Bengal,748,export,cwts,800
1787,Iron,Madras,1496,export,cwts,1600
1787,Iron,Bombay,1870,export,cwts,2000
1787,Iron,St_Helena,0,export,cwts,0
1787,Iron,Benkulen,203,export,cwts,200
1787,Iron,China,0,export,cwts,0
1787,Iron,Angola,0,export,cwts,0
1787,Iron,Penang,0,export,cwts,0
1787,Iron,Java,0,export,cwts,0
1788,Iron,Bengal,3739,export,cwts,4000
1788,Iron,Madras,2616,export,cwts,2800
1788,Iron,Bombay,5610,export,cwts,6000
1788,Iron,St_Helena,0,export,cwts,0
1788,Iron,Benkulen,509,export,cwts,500
1788,Iron,China,0,export,cwts,0
1788,Iron,Angola,0,export,cwts,0
1788,Iron,Penang,0,export,cwts,0
1788,Iron,Java,0,export,cwts,0
1789,Iron,Bengal,8256,export,cwts,5000
1789,Iron,Madras,2616,export,cwts,2800
1789,Iron,Bombay,2805,export,cwts,3000
1789,Iron,St_Helena,69,export,cwts,62
1789,Iron,Benkulen,509,export,cwts,500
1789,Iron,China,0,export,cwts,0
1789,Iron,Angola,0,export,cwts,0
1789,Iron,Penang,0,export,cwts,0
1789,Iron,Java,0,export,cwts,0
1790,Iron,Bengal,5699,export,cwts,6000
1790,Iron,Madras,2181,export,cwts,2300
1790,Iron,Bombay,4758,export,cwts,5000
1790,Iron,St_Helena,0,export,cwts,0
1790,Iron,Benkulen,1228,export,cwts,1200
1790,Iron,China,0,export,cwts,0
1790,Iron,Angola,0,export,cwts,0
1790,Iron,Penang,0,export,cwts,0
1790,Iron,Java,0,export,cwts,0
1791,Iron,Bengal,5775,export,cwts,6000
1791,Iron,Madras,1348,export,cwts,1400
1791,Iron,Bombay,3848,export,cwts,4000
1791,Iron,St_Helena,0,export,cwts,0
1791,Iron,Benkulen,1445,export,cwts,1400
1791,Iron,China,0,export,cwts,0
1791,Iron,Angola,0,export,cwts,0
1791,Iron,Penang,0,export,cwts,0
1791,Iron,Java,0,export,cwts,0
1792,Iron,Bengal,7919,export,cwts,8000
1792,Iron,Madras,2347,export,cwts,2400
1792,Iron,Bombay,3163,export,cwts,3184
1792,Iron,St_Helena,0,export,cwts,0
1792,Iron,Benkulen,1472,export,cwts,1400
1792,Iron,China,0,export,cwts,0
1792,Iron,Angola,0,export,cwts,0
1792,Iron,Penang,0,export,cwts,0
1792,Iron,Java,0,export,cwts,0
1793,Iron,Bengal,7808,export,cwts,8000
1793,Iron,Madras,3904,export,cwts,4000
1793,Iron,Bombay,3905,export,cwts,4000
1793,Iron,St_Helena,0,export,cwts,0
1793,Iron,Benkulen,0,export,cwts,0
1793,Iron,China,0,export,cwts,0
1793,Iron,Angola,0,export,cwts,0
1793,Iron,Penang,0,export,cwts,0
1793,Iron,Java,0,export,cwts,0
1794,Iron,Bengal,7021,export,cwts,7000
1794,Iron,Madras,4012,export,cwts,4000
1794,Iron,Bombay,4013,export,cwts,4000
1794,Iron,St_Helena,0,export,cwts,0
1794,Iron,Benkulen,0,export,cwts,0
1794,Iron,China,0,export,cwts,0
1794,Iron,Angola,0,export,cwts,0
1794,Iron,Penang,0,export,cwts,0
1794,Iron,Java,0,export,cwts,0
1795,Iron,Bengal,6104,export,cwts,6000
1795,Iron,Madras,3052,export,cwts,3000
1795,Iron,Bombay,5086,export,cwts,5000
1795,Iron,St_Helena,0,export,cwts,0
1795,Iron,Benkulen,0,export,cwts,0
1795,Iron,China,0,export,cwts,0
1795,Iron,Angola,0,export,cwts,0
1795,Iron,Penang,0,export,cwts,0
1795,Iron,Java,0,export,cwts,0
1796,Iron,Bengal,8277,export,cwts,7000
1796,Iron,Madras,8277,export,cwts,7000
1796,Iron,Bombay,17737,export,cwts,15000
1796,Iron,St_Helena,0,export,cwts,0
1796,Iron,Benkulen,2530,export,cwts,2000
1796,Iron,China,0,export,cwts,0
1796,Iron,Angola,0,export,cwts,0
1796,Iron,Penang,0,export,cwts,0
1796,Iron,Java,0,export,cwts,0
1797,Iron,Bengal,3877,export,cwts,3000
1797,Iron,Madras,3257,export,cwts,2520
1797,Iron,Bombay,9900,export,cwts,7660
1797,Iron,St_Helena,0,export,cwts,0
1797,Iron,Benkulen,2750,export,cwts,2000
1797,Iron,China,0,export,cwts,0
1797,Iron,Angola,0,export,cwts,0
1797,Iron,Penang,0,export,cwts,0
1797,Iron,Java,0,export,cwts,0
1798,Iron,Bengal,3503,export,cwts,2600
1798,Iron,Madras,6063,export,cwts,4500
1798,Iron,Bombay,14148,export,cwts,10500
1798,Iron,St_Helena,0,export,cwts,0
1798,Iron,Benkulen,0,export,cwts,0
1798,Iron,China,0,export,cwts,0
1798,Iron,Angola,0,export,cwts,0
1798,Iron,Penang,0,export,cwts,0
1798,Iron,Java,0,export,cwts,0
1799,Iron,Bengal,550,export,cwts,400
1799,Iron,Madras,5502,export,cwts,4002
1799,Iron,Bombay,21450,export,cwts,15600
1799,Iron,St_Helena,0,export,cwts,0
1799,Iron,Benkulen,0,export,cwts,0
1799,Iron,China,5450,export,cwts,4000
1799,Iron,Angola,0,export,cwts,0
1799,Iron,Penang,0,export,cwts,0
1799,Iron,Java,0,export,cwts,0
1800,Iron,Bengal,11682,export,cwts,8400
1800,Iron,Madras,5390,export,cwts,4000
1800,Iron,Bombay,13684,export,cwts,9800
1800,Iron,St_Helena,0,export,cwts,0
1800,Iron,Benkulen,0,export,cwts,0
1800,Iron,China,0,export,cwts,0
1800,Iron,Angola,0,export,cwts,0
1800,Iron,Penang,0,export,cwts,0
1800,Iron,Java,0,export,cwts,0
1801,Iron,Bengal,10582,export,cwts,7400
1801,Iron,Madras,4719,export,cwts,3300
1801,Iron,Bombay,19113,export,cwts,13020
1801,Iron,St_Helena,0,export,cwts,0
1801,Iron,Benkulen,2860,export,cwts,2000
1801,Iron,China,0,export,cwts,0
1801,Iron,Angola,0,export,cwts,0
1801,Iron,Penang,3080,export,cwts,2000
1801,Iron,Java,0,export,cwts,0
1802,Iron,Bengal,23479,export,cwts,17700
1802,Iron,Madras,3877,export,cwts,3000
1802,Iron,Bombay,20636,export,cwts,16000
1802,Iron,St_Helena,0,export,cwts,0
1802,Iron,Benkulen,0,export,cwts,0
1802,Iron,China,0,export,cwts,0
1802,Iron,Angola,0,export,cwts,0
1802,Iron,Penang,0,export,cwts,0
1802,Iron,Java,0,export,cwts,0
1803,Iron,Bengal,23182,export,cwts,18000
1803,Iron,Madras,3795,export,cwts,3000
1803,Iron,Bombay,25566,export,cwts,21000
1803,Iron,St_Helena,0,export,cwts,0
1803,Iron,Benkulen,2695,export,cwts,2000
1803,Iron,China,0,export,cwts,0
1803,Iron,Angola,0,export,cwts,0
1803,Iron,Penang,0,export,cwts,0
1803,Iron,Java,0,export,cwts,0
1804,Iron,Bengal,12049,export,cwts,9000
1804,Iron,Madras,9965,export,cwts,7000
1804,Iron,Bombay,26555,export,cwts,18000
1804,Iron,St_Helena,0,export,cwts,0
1804,Iron,Benkulen,3253,export,cwts,2000
1804,Iron,China,0,export,cwts,0
1804,Iron,Angola,0,export,cwts,0
1804,Iron,Java,0,export,cwts,0
1805,Iron,Bengal,10874,export,cwts,7600
1805,Iron,Madras,5921,export,cwts,4400
1805,Iron,Bombay,33097,export,cwts,23160
1805,Iron,St_Helena,0,export,cwts,0
1805,Iron,Benkulen,3085,export,cwts,2000
1805,Iron,China,0,export,cwts,0
1805,Iron,Angola,0,export,cwts,0
1805,Iron,Penang,8862,export,cwts,7200
1805,Iron,Java,0,export,cwts,0
1806,Iron,Bengal,17261,export,cwts,12913
1806,Iron,Madras,5055,export,cwts,3831
1806,Iron,Bombay,17680,export,cwts,13394
1806,Iron,St_Helena,0,export,cwts,0
1806,Iron,Benkulen,1981,export,cwts,1400
1806,Iron,China,0,export,cwts,0
1806,Iron,Angola,0,export,cwts,0
1806,Iron,Penang,0,export,cwts,0
1806,Iron,Java,0,export,cwts,0
1807,Iron,Bengal,11720,export,cwts,10140
1807,Iron,Madras,5831,export,cwts,4900
1807,Iron,Bombay,19408,export,cwts,16774
1807,Iron,St_Helena,0,export,cwts,0
1807,Iron,Benkulen,2315,export,cwts,2000
1807,Iron,China,0,export,cwts,0
1807,Iron,Angola,0,export,cwts,0
1807,Iron,Penang,18232,export,cwts,14600
1807,Iron,Java,0,export,cwts,0
1808,Iron,Bengal,5318,export,cwts,5003
1808,Iron,Madras,145,export,cwts,150
1808,Iron,Bombay,22643,export,cwts,22436
1808,Iron,St_Helena,0,export,cwts,0
1808,Iron,Benkulen,0,export,cwts,0
1808,Iron,China,0,export,cwts,0
1808,Iron,Angola,0,export,cwts,0
1808,Iron,Penang,21937,export,cwts,23600
1808,Iron,Java,0,export,cwts,0
1809,Iron,Bengal,25371,export,cwts,26930
1809,Iron,Madras,3458,export,cwts,4000
1809,Iron,Bombay,25639,export,cwts,27543
1809,Iron,St_Helena,0,export,cwts,0
1809,Iron,Benkulen,1975,export,cwts,2000
1809,Iron,China,0,export,cwts,0
1809,Iron,Angola,0,export,cwts,0
1809,Iron,Penang,5690,export,cwts,6000
1809,Iron,Java,0,export,cwts,0
1810,Iron,Bengal,28524,export,cwts,32170
1810,Iron,Madras,793,export,cwts,960
1810,Iron,Bombay,31076,export,cwts,35000
1810,Iron,St_Helena,0,export,cwts,0
1810,Iron,Benkulen,1853,export,cwts,2000
1810,Iron,China,830,export,cwts,1000
1810,Iron,Angola,0,export,cwts,0
1810,Iron,Penang,8222,export,cwts,10011
1810,Iron,Java,0,export,cwts,0
1811,Iron,Bengal,30984,export,cwts,36409
1811,Iron,Madras,2718,export,cwts,3141
1811,Iron,Bombay,18725,export,cwts,22030
1811,Iron,St_Helena,0,export,cwts,0
1811,Iron,Benkulen,1815,export,cwts,2000
1811,Iron,China,3473,export,cwts,4000
1811,Iron,Angola,0,export,cwts,0
1811,Iron,Penang,6829,export,cwts,8200
1811,Iron,Java,0,export,cwts,0
1812,Iron,Bengal,31207,export,cwts,37337
1812,Iron,Madras,8732,export,cwts,8843
1812,Iron,Bombay,14803,export,cwts,16428
1812,Iron,St_Helena,0,export,cwts,0
1812,Iron,Benkulen,0,export,cwts,0
1812,Iron,China,7820,export,cwts,8974
1812,Iron,Angola,0,export,cwts,0
1812,Iron,Penang,12169,export,cwts,14645
1812,Iron,Java,4205,export,cwts,5000
1813,Iron,Bengal,33958,export,cwts,46059
1813,Iron,Madras,6488,export,cwts,7142
1813,Iron,Bombay,11690,export,cwts,14977
1813,Iron,St_Helena,0,export,cwts,0
1813,Iron,Benkulen,1580,export,cwts,2000
1813,Iron,China,19458,export,cwts,22999
1813,Iron,Angola,0,export,cwts,0
1813,Iron,Penang,8961,export,cwts,10776
1813,Iron,Java,2042,export,cwts,2399
1814,Iron,Bengal,8022,export,cwts,11266
1814,Iron,Madras,1897,export,cwts,2261
1814,Iron,Bombay,11831,export,cwts,17071
1814,Iron,St_Helena,0,export,cwts,0
1814,Iron,Benkulen,0,export,cwts,0
1814,Iron,China,23195,export,cwts,30779
1814,Iron,Angola,0,export,cwts,0
1814,Iron,Penang,10929,export,cwts,15875
1814,Iron,Java,9357,export,cwts,13056
1815,Iron,Bengal,35423,export,cwts,48565
1815,Iron,Madras,3077,export,cwts,4000
1815,Iron,Bombay,9905,export,cwts,13045
1815,Iron,St_Helena,0,export,cwts,0
1815,Iron,Benkulen,0,export,cwts,0
1815,Iron,China,11822,export,cwts,13395
1815,Iron,Angola,0,export,cwts,0
1815,Iron,Penang,0,export,cwts,0
1815,Iron,Java,0,export,cwts,0
1816,Iron,Bengal,29133,export,cwts,35951
1816,Iron,Madras,12460,export,cwts,0
1816,Iron,Bombay,0,export,cwts,13905
1816,Iron,St_Helena,0,export,cwts,0
1816,Iron,Benkulen,0,export,cwts,0
1816,Iron,China,11552,export,cwts,13280
1816,Iron,Angola,0,export,cwts,0
1816,Iron,Penang,0,export,cwts,0
1816,Iron,Java,0,export,cwts,0
1817,Iron,Bengal,11436,export,cwts,11143
1817,Iron,Madras,0,export,cwts,0
1817,Iron,Bombay,25113,export,cwts,28051
1817,Iron,St_Helena,0,export,cwts,0
1817,Iron,Benkulen,0,export,cwts,0
1817,Iron,China,4819,export,cwts,6008
1817,Iron,Angola,0,export,cwts,0
1817,Iron,Penang,0,export,cwts,0
1817,Iron,Java,0,export,cwts,0
1818,Iron,Bengal,0,export,cwts,0
1818,Iron,Madras,0,export,cwts,0
1818,Iron,Bombay,7224,export,cwts,7880
1818,Iron,St_Helena,0,export,cwts,0
1818,Iron,Benkulen,0,export,cwts,0
1818,Iron,China,7708,export,cwts,11023
1818,Iron,Angola,0,export,cwts,0
1818,Iron,Penang,0,export,cwts,0
1818,Iron,Java,0,export,cwts,0
1819,Iron,Bengal,0,export,cwts,0
1819,Iron,Madras,0,export,cwts,0
1819,Iron,Bombay,23517,export,cwts,25684
1819,Iron,St_Helena,0,export,cwts,0
1819,Iron,Benkulen,0,export,cwts,0
1819,Iron,China,8533,export,cwts,36638
1819,Iron,Angola,0,export,cwts,0
1819,Iron,Penang,0,export,cwts,0
1819,Iron,Java,0,export,cwts,0
1820,Iron,Bengal,7920,export,cwts,8200
1820,Iron,Madras,0,export,cwts,0
1820,Iron,Bombay,26911,export,cwts,32063
1820,Iron,St_Helena,0,export,cwts,0
1820,Iron,Benkulen,0,export,cwts,0
1820,Iron,China,9610,export,cwts,12038
1820,Iron,Angola,0,export,cwts,0
1820,Iron,Penang,0,export,cwts,0
1820,Iron,Java,0,export,cwts,0
1821,Iron,Bengal,12196,export,cwts,15445
1821,Iron,Madras,0,export,cwts,0
1821,Iron,Bombay,28283,export,cwts,37578
1821,Iron,St_Helena,0,export,cwts,0
1821,Iron,Benkulen,0,export,cwts,0
1821,Iron,China,16438,export,cwts,25584
1821,Iron,Angola,0,export,cwts,0
1821,Iron,Penang,0,export,cwts,0
1821,Iron,Java,0,export,cwts,0
1822,Iron,Bengal,13835,export,cwts,16207
1822,Iron,Madras,5909,export,cwts,6001
1822,Iron,Bombay,20095,export,cwts,24797
1822,Iron,St_Helena,0,export,cwts,0
1822,Iron,Benkulen,0,export,cwts,0
1822,Iron,China,14156,export,cwts,22713
1822,Iron,Angola,0,export,cwts,0
1822,Iron,Penang,0,export,cwts,0
1822,Iron,Java,0,export,cwts,0
1823,Iron,Bengal,12887,export,cwts,33021
1823,Iron,Madras,3812,export,cwts,5300
1823,Iron,Bombay,21389,export,cwts,30990
1823,Iron,St_Helena,0,export,cwts,0
1823,Iron,Benkulen,0,export,cwts,0
1823,Iron,China,13788,export,cwts,22784
1823,Iron,Angola,0,export,cwts,0
1823,Iron,Penang,0,export,cwts,0
1823,Iron,Java,0,export,cwts,0
1824,Iron,Bengal,9522,export,cwts,10500
1824,Iron,Madras,0,export,cwts,0
1824,Iron,Bombay,6315,export,cwts,12100
1824,Iron,St_Helena,0,export,cwts,0
1824,Iron,Benkulen,0,export,cwts,0
1824,Iron,China,17620,export,cwts,29800
1824,Iron,Angola,0,export,cwts,0
1824,Iron,Penang,0,export,cwts,0
1824,Iron,Java,0,export,cwts,0
1825,Iron,Bengal,0,export,cwts,0
1825,Iron,Madras,0,export,cwts,0
1825,Iron,Bombay,5883,export,cwts,11515
1825,Iron,St_Helena,0,export,cwts,0
1825,Iron,Benkulen,0,export,cwts,0
1825,Iron,China,17401,export,cwts,32759
1825,Iron,Angola,0,export,cwts,0
1825,Iron,Penang,0,export,cwts,0
1825,Iron,Java,0,export,cwts,0
1826,Iron,Bengal,0,export,cwts,0
1826,Iron,Madras,0,export,cwts,0
1826,Iron,Bombay,15414,export,cwts,15556
1826,Iron,St_Helena,0,export,cwts,0
1826,Iron,Benkulen,0,export,cwts,0
1826,Iron,China,40131,export,cwts,48380
1826,Iron,Angola,0,export,cwts,0
1826,Iron,Penang,0,export,cwts,0
1826,Iron,Java,0,export,cwts,0
1827,Iron,Bengal,0,export,cwts,0
1827,Iron,Madras,0,export,cwts,0
1827,Iron,Bombay,0,export,cwts,0
1827,Iron,St_Helena,0,export,cwts,0
1827,Iron,Benkulen,0,export,cwts,0
1827,Iron,China,33387,export,cwts,42020
1827,Iron,Angola,0,export,cwts,0
1827,Iron,Penang,0,export,cwts,0
1827,Iron,Java,0,export,cwts,0
1828,Iron,Bengal,0,export,cwts,0
1828,Iron,Madras,0,export,cwts,0
1828,Iron,Bombay,0,export,cwts,0
1828,Iron,St_Helena,0,export,cwts,0
1828,Iron,Benkulen,0,export,cwts,0
1828,Iron,China,20722,export,cwts,30020
1828,Iron,Angola,0,export,cwts,0
1828,Iron,Penang,0,export,cwts,0
1828,Iron,Java,0,export,cwts,0
1829,Iron,Bengal,0,export,cwts,0
1829,Iron,Madras,0,export,cwts,0
1829,Iron,Bombay,0,export,cwts,0
1829,Iron,St_Helena,0,export,cwts,0
1829,Iron,Benkulen,0,export,cwts,0
1829,Iron,China,21275,export,cwts,37732
1829,Iron,Angola,0,export,cwts,0
1829,Iron,Penang,0,export,cwts,0
1829,Iron,Java,0,export,cwts,0
1830,Iron,Bengal,0,export,cwts,0
1830,Iron,Madras,0,export,cwts,0
1830,Iron,Bombay,0,export,cwts,0
